sentence_id,language_code,sentence
8623071,bel,наысцкая акупацыя польшчы цягнулася шэсць гадоў.
11750973,bel,алжыру не хапае водных рэсурсаў.
8347982,bel,"аж млеюць вяльможы паважныя, задыхаюцца ў душнай спякоце."
7971115,bel,гэта падушка вельмі нязручная.
4582783,bel,"нам хопіць места, каб пайграць."
8359283,bel,чаму ты схаваў гэтыя кветкі ад мяне?
8090109,bel,у гісторыі тэатра своеасаблівае месца займае яго самы першы спектакль.
11552098,bel,"калі ты кажаш сеціва, ты маеш на ўвазе інтэрнэт ці павуцінне?"
640718,bel,яна кахае яго больш за ўсё за яго хібы.
8350563,bel,"якуб лакота добра разумеў, што калектыў тады толькі адчуе сваю дзейную злучнасць і сваё значэнне, калі возьмецца супольна за якую канкрэтную жывую работу, і таму з першых жа дзён зачаў шукаць такоен работы."
4017892,bel,яны гатуюць найлепшую піцу ў горадзе.
8089962,bel,"у скандынаўскай і беларускай міфалогіі шмат агульных рысаў, звязаных з культам продкаў."
5150767,bel,яна прыйшла сюды пабачыць мяне.
8357246,bel,"яшчэ момант, здаецца, і пырсне са смеху."
4249601,bel,я хаджу ў бібліятэку прынамсі раз на тыдзень.
3235647,bel,сваё рашэнне закрыць доступ да тэкстаў кніг праваўладальнікі паяснілі павагай д сапраўдных паклоннікаў творчасці стругацкіх.
521685,bel,"мне падабаецца wxwidgets, таму што, у адрозненне ад большасці бібліятэк, у ёй функцыя называецца centre, а не center."
386930,bel,мэры хэт была на на гэтым тыдні ў новым арлеане.
7972623,bel,"не хочаш мне дапамагчы? палі, калі ласка, парэчкі. але толькі чорныя, чырвоныя не трэба."
8350308,bel,"тут менш страху, тут гуд небяспекі траціць напружанасць сваю, заглушаецца чадам пярэстым вячэрняга горада."
2776443,bel,"не забудзь памаліцца сёння ўвечары, бо бог не забыў разбудзіць яцбе сёня раніцай."
8348189,bel,"яшчэ ў тую бяссонную, доўгую ноч, пасля той канчатковай гутаркі з нінай, у яго склалася пастанова паехаць"
8610757,bel,абганіце гэту чырвоную машыну.
1312663,bel,нешта здарылася з маім правым вокам.
7963262,bel,"украіна, як і іншыя краіны, мае ўласны гімн, сцяг і герб."
8090226,bel,у іх звычайная аднапакаёвая кватэра з газавай плітой.
8347971,bel,якраз у гэты момант пачулася з вуліцы ляскатанне калёс прыехаў ахрэм.
391646,bel,у маі ўсе птушкі адкладваюць яйкі.
8306147,bel,"дайце мне папяльнічку, калі ласка."
5904863,bel,сяргей каралёў памёр у годзе.
7715135,bel,такую літаратуру карысна чытаць для агульнага развіцця.
2724346,bel,вось чаму яна болей не хацела быць з ім.
2895814,bel,"кажуць, што ён у яе закахаўся."
3280239,bel,"калі я быў маленькі, я думаў, што найважнейшае ў жыцці гэта грошы. сёння, калі я пастарэў, я ведаю так і ёсць."
580011,bel,я глыбока рэлігіёзньы чалавек і веру ў жыццё пасля смерці.
8610782,bel,"мы чакаем, калі нас абслужаць."
8357306,bel,але кубарскі не хацеў гэтак скора здаавцца.
5907864,bel,"лэйлай маніпулявалі, а яна гэтага не разумела."
6168408,bel,"спадзяюся, вам тут падабаецца."
1525449,bel,я паміраю без цябе. я прый¿ду на тваё пахаванне.
8094922,bel,усе пагалоўна былê захопленыя марксізмам.
8348111,bel,цяпер адна з аплавін недалужна звісла далоў.
2801784,bel,"у многіх краінах іслам асвойваецца ў адрыве да сваёй філасофскай асновы, толькі на ўзроўні эзатэрычных абрадаў, прыстасаваных да жыцця і побыту арабаў."
6606945,bel,няхай гэта застанецца ў мінулым.
8357216,bel,ты думаў так проста ад мяне адкараскаешся?
1342992,bel,"я не ведаю, ён большы чы меншы за мяне."
1748773,bel,"яно такі і праўда як бы там ні было добра, але калі гэтае дабро цэлы век астаецца без усякай змены, то яно лёгка перастае быць дабром."
574435,bel,ібрагім вырашыў стаць бліжэй да народа.
535417,bel,у гэтай акторкі шмат прыхільнікаў.
8357310,bel,"такога дабра, як вы, заўсёды хапае."
690219,bel,"алег шчаслівы, што яго нехта любіць."
8350441,bel,"ціхім дрыжачым голасам, які паказваў яе хваляванне, яна ьзапытала што вы думаеце рабіць далей?"
7715187,bel,"зараз я пакажу вам, як не трэба рабіць."
513719,bel,image viewerпраграма для прагляду выяў. гэта невялічкая праграма з базавай функцыянальнасцю. у яе перакладзе могуць удзельнічаць карыстальнікі праэкта tatoeba.
4353603,bel,яму вельмі падабаецца ангельская мова.
7325488,bel,юля ўсё сваё жыццё глядзела на свет праз ружовыя акуляры.
419131,bel,ён спазніўся на цягнік на адну хвіліну.
4017958,bel,мая мама робіць найлепшыя тарты ўn свеце.
2121959,bel,"ты ведаеш, як абясшкодзіць бомбу?"
1159879,bel,"чым больш сыра, тым больш дзірак. чым больш дзірак, тым менш сыра. у выніку чым больш сыра, тым менш сыра."
4286280,bel,"францішка уруля радзівіл захапілася тэатрам у годзе, пабачыўшы спектакль па песе прыклад справядлівасці."
1149086,bel,"я зусім ня мог яго зразумець, а ты?"
384311,bel,тоні размаўляе паанглійску лепей за мяне.
1181307,bel,кожны самотнік самотны праз свой страх перад іншымі людзьмі.
2611414,bel,"мне трэба ў горад, праз гадзіну павярнуся."
11522401,bel,з дкога часу вы размаўляеце панямецку?
3267621,bel,сёлета ў далінянскай школе не будзе першага класу у вёсцы ўжо няма каго вучыць.
2739494,bel,ён закахаўся ў найлепшага сябра.
1684939,bel,"калі можаш, завітай да мяне ты."
8089932,bel,хаднзілі мы тут ноччу ў касцёл.
2614691,bel,на праэкце tatoeba няма рэкламы.
8090047,bel,"пра xгэта сведчыць той факт, што яны да гэтага чаяу лічыліся адзінкавымі прадстаўнікамі свайго народу."
8359124,bel,"лагодны дзядок цівуначык руплівай, але дрыжачай рукой станавіў метачкі ў сваім спецыяльным рэестры і потым асцярожна, двума пальчыкамі сморгаючы ъза руку якуюнебудзь ашалелую бабу, марна стараўся спацешыць яе гэта ж вы самі, цётачка, пастанавілі."
8355668,bel,шымкент город на юге казахстана.
478906,bel,windows найчасцей выкарыстоўваемая аперацыйная сістэма ў свеце.
404378,bel,ікебана традыцыйны від мастацтва ў японіі.
7468637,bel,дзве дзяўчынкі гушкаліся на арэлях.
7247419,bel,рабі пільна і тут будзе вільня.
1170179,bel,"дарма клікаць па дапамогу, нітхо цябе не пачуе."
7715060,bel,доктар сказаў яму кінуць паліць і піць.
4147631,bel,я аднойчы сустрэў яго ў клубе.
421727,bel,ніхто не звярнуў увагі на яго папярэджанне.
8350664,bel,"гэты зелянюк хітрэйшы, чымся ён думаў."
3475260,bel,мой сябар купіў вельмі прыгожага ката.
416309,bel,пашуковая сістэма яндекс стала падтрымліваць і татарскую мову.
7972642,bel,раздача бюлетэняў заняла дзесяць хвілін.
11265479,bel,што большае анда чвэрць ці адна трэць?
1343125,bel,тыгранятка выглядала як вялікае кацянё.
574491,bel,"калі уйгурка сустрэла беларуса, на якой мове янб размаўлялі адзін з адным?"
5091977,bel,я навучыла сваю жонку кіраваць машынай.
5092018,bel,"я паехала ў бальніцу, каб пабачыцца з сваёй жонкай."
2439108,bel,я не хачу працаваць у гэтых умовах.
387716,bel,ïваўкі звычайна не нападаюць на людзей.
788988,bel,басё расказаў пра гэтую падзею.
4024780,bel,"чарльз не выказваў сваіх думак пра нацыянальную бібліятэку, каб не пакрыўдзіць сваіх беларускіх сяброў."
8090053,bel,за гэты час не адбылося ніякіх значных падзей.
4017881,bel,гэты слоўнік найлепшы на гэты момант.
1111030,bel,мы пагаварым пра гэта пазьней.
585275,bel,"шкада, што ты не пайшоў з намі."
677131,bel,"калі j вас бдуць якіянебудзь сумненні, не вагаючыся паведамне мне."
8348085,bel,"а твар у яроцкага чырвоны, гарачы."
7959419,bel,колькі год ты ўжо гуляеш у гольф?
478783,bel,нямецкая найшепшая мова ў свеце.
7717538,bel,"я хачу, каб ты зрабіў гэта правільна."
7299355,bel,ліза вяла распрацоўку новай функцыі ў асобнай галіне рэпазіторыя.
8350501,bel,"ён смяяўся сам над сабой, яго забаўляў гэты мімавольны дзікі капрыà."
389758,bel,мая цётка радавалася майму поспеху.
8350683,bel,"хацеў давеацца, што гэта ў нас цяпер робіцца ўсюды?"
2906719,bel,"вы цэліцеся занізка, каб улучыць."
479043,bel,машына марка называецца thunder giant.
11560898,bel,многія страцілі свае дамы падчас землятрусу.
411384,bel,"калі ласка, паясніце, як туды дабрацца."
2054859,bel,настаўнік падкрэсліў важнасць штодзённых практыкаванняў.
8350560,bel,"у галаве думкі мітусіліся, вострыя, калючыя."
7334930,bel,даведка выдадзена для прадяўлення па месцы патрабавання.
9981335,bel,я працую ў бостаäе. я таксама працую ў бостане
4047192,bel,"ні вера, ні сяргей не змаглі адказаць на гэтае пытанне."
4394200,bel,спажыванне паперы павялічылаéя.
8350244,bel,гэта быў даўгі маўклівы мужык з апатычным выразам беднага на расліннасць твару.
385742,bel,"адзін, тры і пяць гэта няцотныя лікі."
411050,bel,"магчыма, гэты свет гэта пекла для другой лпанеты."
8348028,bel,"штурхае гуллівы вецер, рагоча, вочы снегам жорсткім, шурпатым запарушвае."
7247271,bel,"самі глядзеў, як лайла пайшла."
8040136,bel,андрэй хваляваўся за здароўе мужа.
7242569,bel,"самі дагэтуль не ведае, тшо дакладна здарылася."
8348159,bel,стася глядзела на яго з ціхай пакорнай радасцю.
8459591,bel,як прайшла твая гутарка для наймання?
2739458,bel,"яна кахала мяне, але я яе не кахала."
5134872,bel,саджанцы не могуць расці без медзі.
8032682,bel,"я канадзец, а вось мая жонка не."
386294,bel,"калі ласка, звяртайцеся да старшыні!"
5649056,bel,"папуасы жывуць паасобку, сталых зносін паміж сабой не маюць, дзеля гэтага няма ў іх і аздінай мовы."
574968,bel,яна заўсёды носіць абярэг ад ßзла.
3321424,bel,адна татарская разорца вызначыла галоўную ўмову поспеху зборнай германі на чэмпіянаце свету году у бразіліі каманда мусіць мець хаця б аднаго гульца па прозвішчы мюлер.
8359075,bel,але гэтае паміраць не мела для яго пэўнага сэнсу і пэўнае формы.
8350342,bel,і паміж гутаркі ўсё разглядаў яго разпораз усміхаючыся сваёй загадкавай усмешкай.
4248988,bel,ці ёсць якіясьці крамы з вялікімі распродажнымі скідкамі?
406076,bel,"я б запрапанаваў табе кавы, калі б у табе быў час."
2737553,bel,"паміж мужчынай іс жанчынай немагчымае сяброўства. бывае жарсць, варожасць, пакланенне, каханне, але не сяброўства."
1572813,bel,я буду заўсёды па ім сумаваць.
572594,bel,майму тату не падабаецца футбол.
8089930,bel,за гэты час ён здабыў павагу калег.
4299073,bel,"таня так добра размаўляла на комі, шт многа хто не паверыў, што яна вывучыла комізыранскую па кніжках."
4097637,bel,вера падаравала вользе кубакзаварнік .з іерогліфамі.
5049812,bel,"марка мае болей грошай, ніж ты."
2658835,bel,"алена мізуліна, сумна вядомая сваімі заканадаўчымі ініцыятывамі, у размове на канале рентв дапусцла, што фраза геі таксама людзі можа бцыь расцэнена як экстрэмістская."
5876595,bel,фадзіль мог бы патэлефанаваць у міліцыю.
9981408,bel,гэта прыклад паводле жыцця. мне падабаюцца такія прыклады.
2776509,bel,прыходзь хутчэй справа тэрміновая.
7281467,bel,я хацела б падзякаваць сваім сяброўкам за падтрымку.
4008160,bel,я заўсёды хацела цябе пацалаваць.
8347730,bel,"яшчэ хвіліна і ўжо добра чуваьц было, што яна гаворыць сваім густым, нізкаватым, цёпла расцягнутым голасам."
7715058,bel,ён паходзіў з адной з найбагацейшых семяў амерыкі.
7815052,bel,"наш урок пачнецца праз хвілін, добра?"
8090104,bel,яны былі ў захапленні ад гэтага тэлевізара.
579964,bel,"гэта багатыя англічанкі, што падарожнічаюць да італіі."
2171907,bel,"у нас час ужо няма ніякіх цудаў, скажа табе той, хто не ўмее іх бачыць."
5953605,bel,"добра, я болей не буду гэтага рабіць."
431429,bel,"сёння ранкам я піў каву, а не чай."
391639,bel,"раней, калі ў нас яшчэ былі гульдэны, усё было таннейшае, ніж зараз з еўра."
5049691,bel,калі ты пачалm вывучаць англійскую?
389976,bel,"яна згубіла грошы, сямю, сяброў."
4309967,bel,купацца на беларускіх мальдывах у мелавых тэхнічных карерах з бірузовай вадой небяспечна.
669768,bel,"дзіцяшая парнаграфія незаконная ў большасці краін, але саэб хоча, каб я прыдумваў пра яе сказы."
8046537,bel,не дазваляй яму глядзець тэлевізар.
380615,bel,я люблю гэтую кнігу больш за ўсё.
7857057,bel,"ты мог бы і здагадацца, што ў дамы не пытаюцца пра ўзрост."
12042512,bel,"том не ведаў, што было не так."
7972581,bel,"калі ласка, пакладзі шуфлік у кладоўку uа мётлаў."
389769,bel,хто глядзіць за гэтым сабакам?
5946855,bel,юля атрымала ганарар за сваю першую кніжку.
474370,bel,"tatoeba сказы, сказы і яшчэ раз сказы."
5145431,bel,"ziamla, mars dy jupiter planety."
3267619,bel,у добрае надворе адтуль бачны ходараў.
574335,bel,"што трэба, каб выйграць працэс?"
4080473,bel,я пайшла паесці ў кітайскі рэстаран у іакагаме.
3622665,bel,"добра, калі ідзеш дахаты, а ў тваім акне гарыць святло."
7310936,bel,фадзіль з часам перайшоў у іслам.
8350314,bel,"яны засёды ляцяць, мільгаюць у вечùасці, як матылі."
8623071,bel,наысцкая акупацыя польшчы цягнулася шэсць гадоў.
8046537,bel,не дазваляй яму глядзець тэлевізар.
404389,bel,"кветкі хутка вянуць пасля таго, як іх зрэзалі."
7242617,bel,самі проста рабіў сваю работу.
1438645,bel,"калісьці яна вяла дзённік, але зараз не вядзе."
1499792,bel,вы размаўляеце на шанхайскім дыяелкце?
2806739,bel,"свабода настолькі асноватворная, што яе важнасць нельга перабольшыць."
2614799,bel,"я люблю суп, зде многа агародніны."
8090242,bel,"¿ каўбаснымі вырабамі сітуацыя такая ж, калі не горшая."
7795145,bel,варвара мікалаеўна апублікавала манаграфію.
11750734,bel,алжыр экспартуе мабільныя тэлефоны.
2658835,bel,"алена мізуліна, сумна вядомая сваімі заканадаўчымі ініцыятывамі, у размове на канале рентв дапусцла, што фраза геі таксама людзі можа бцыь расцэнена як экстрэмістская."
11651426,bel,"ціск з боку калектыву часта прыводзіць да таго, што людзі робяць тое, што, як яны ведаюць, рабіць не варта."
407365,bel,што здарылася з тваёй сястрой?
1438632,bel,"таму, хто жадае ісці па шляху мудрасці, нnе трэба баяцца няўдач, бо колькі б ён не прайшоў, мэта заўсёды будзе недасяжна далёкай."
7715151,bel,"сапраўдная мkзыка гэта не тая, якую бясконца транслююць па радыё, а тая, якую слухаеш у цяжкія часы."
521699,bel,"я не разумею, навошта ва ўкраінскім алфавіце пераносілі мяккі знак на мой погляд, было нашмат лагічней, калі ён быў у канцы."
4008173,bel,ты будзеш мяне цалаваць ці не?
421707,bel,дапамажы мне перасунуць гэты камень.
6599433,bel,"я не бачыла яго сёння раніцай. можа, ён ужо паехаў на нараду."
3235648,bel,трэба паважаць інтэлектуальную працу спадкаемцаў пісьменнікаў!
1170206,bel,ён адмовіўся чаць ім інфармацыю.
421770,bel,"непарушна стаяць дрэвы, загорнутыя ў змрок, шчодра ўкрытыя краплістай расой."
8350292,bel,булановічу шкода было гэтага недалужнага чалавека.
3436971,bel,узоры на шыбах падобныя на кветкі.
431433,bel,я пачынаю ненаівдзець гэтую дзяўчынку.
7278099,bel,усім падабаецца гэта настаўніца.
426755,bel,"ён не гаворыць пафранцузску, як і я."
6606954,bel,"у кубку астывала недапітая кава, а на талерцы ляжаў надкусаны бутэрброд."
8350267,bel,што гэта практычнасць ці сантыментальнасць?
4023880,bel,"яны чулі, як аднекуль данасіўся элегантны, плаўны гук арфы."
8655637,bel,"праз каранавірус каталікам прапануюць не ісці на вялікдзень у касцёл, а глядзець імшу анлайн."
1181348,bel,яны жылі ў гішпаніі некалькі гадйў.
394356,bel,"калі ласка, пакажыце мне гэтыя фатаграфіі."
4226764,bel,"што, калі яна насамрэч не мала іншага выбару?"
8347869,bel,"тады сам здзівіўся сваёй удачы і паспрабаваў яшчэ раз сказаць, але нічога не выйшла."
2983028,bel,ён умее размаўляць паанглійску і панямецку.
2807379,bel,"не хвалюйся, хлопчыку. твой сябра рон знішчаны. мы вырашылі, што так будзе лепей для ўсіх."
9972299,bel,"ніхто не можа сказаць напэўна, чаму так здарылася."
2807383,bel,"яны даводзілі, што зямля круглая."
465729,bel,"ён абавязкова стане прэзідэнтам, раней ці пазней."
8004727,bel,"зніміце, калі ласка, шкарпэткі."
2744037,bel,гэта жанчына афіцыйна развялася є сваім мужам.
571290,bel,касметычная хірургія не ўваходзіць у большасць страхавых планаў.
8357314,bel,"у данілы нешта ламалася ўнутры, нешта ўздымалася вялізнае, моцнае, важкае."
4249718,bel,лііза была апранутая пасвяточнаму.
8350404,bel,"яму ўсё здавалася, што ягор насцігае яго, што н ужо нарыхтаваўся, каб ударыць."
8045081,bel,я толькі паспрабавала запісаць некаторыя мае думкі.
7971285,bel,самі ніколі не прымае душ без вяхоткі.
421746,bel,табе трэба толькі прыбраць у сваім пакоі.
3779002,bel,"заўтра будзе тыдзень, як ідзе дождж."
5889192,bel,фадзіль і лайла спачатку былі сябрамі.
7788417,bel,"усе кажуць, што не маюць грошай, б ты вазьмі і купі слана."
5136181,bel,венгрыя закрыла найважнейшую чыгуначную станцыю.
1748795,bel,"як эканаміст карл маркс прытрымліваўся класічнай традыцыі, але звычайна ў падручніках па эканоміцы яму прысвячаецца асобны раздзел."
7795139,bel,соня выпусціла новую версію свайго рэдактара.
8347862,bel,"гэта ж зусім звычайная рэч, гэта ж заўсёды ў гэткім выпадку хварэюць."
1523569,bel,"прынц думаў, што маладую дзяўчыну зеў цмок."
7833622,bel,тамаш уручыў марылі спіс пытанняў.
3051693,bel,"колькі год прайшло з таго часу, калі мы назначалі спатканні ў  гэтым парку?"
421720,bel,незвычайна бачыць рокзорак з гальштукам!
6771210,bel,"мис беларусі папярэдзіў, што зявіўся новы від кібермахлярства."
7857176,bel,"растлумач мне правіла, калі ласка."
4249718,bel,лііза была апранутая пасвяточнаму.
11653492,bel,у расейскай мове няма артыкляў.
8347884,bel,"я, брат, рабіў вялікую справу."
8350333,bel,"патаемную сцежку ўраз адшукаў, бо н злічывь нават, колькі разоў вымерыў ён сваймі маленькімі крокамі гэтую дзіку мясціну."
4967842,bel,было штосьці цікавае апошнім часам?
1149067,bel,я добра сябе адчуваю ў яе прысутнасці.
2895808,bel,"кажуць, што ён у яго закахаўся."
8359125,bel,"у зале ўзняўся страшэнны гармідар, які скарыстоўвалі кулацкія паплечнікі, даючы яму патрэєны для іх кірунак."
1722504,bel,"чамусьці я не змог выбраць unifont, хоць я яго і ўсталяваў, таму мне давялося сабраць dmenu з патчам патрымкі xft, каб элементы меню на кітайксай паказваліся правільна."
2802261,bel,яна заняла першае месца на конкурсе прамоўцаў.
8347688,bel,"віктару ж гэта каштавала цэлае вельмі датклівае сцэны з аўгінькай, якая, аднак, скончылася для яго зусім неспадзяванай радасцю."
8090260,bel,гэта далёка не апошняя мяжа зніжэння ставак па крэдытах.
4081640,bel,ты дазволіш мне паіграць на піаніна?
12107078,bel,"пакуль ты малады, табе варта прачытаць шмат кніг."
8090038,bel,"між тым, пісьменнік ёсць пісьменнік."
465801,bel,раман заканчваецца смерцю гераіні.
4154513,bel,я хачу выпіць кубак чорнай гарбаты.
8095415,bel,"я радая, што ты ведаеш праўду."
580042,bel,што б нам зесці сёння вечарам?
6771250,bel,пасля рэформы акадэміі навук рэзультаты палаталізацыі не будуць перагледжаныя.
4623810,bel,мае сябры вывучаюць карэйскую.
4017940,bel,японія найлепшая краіна ў свеце.
4248995,bel,мне трэба схадзіць у банк зняць грошы.
4377836,bel,"аня вырашыла выкарыстаць гатовы гульнявы рухавік, каб зэканоміць час."
1525449,bel,я паміраю без цябе. я прый¿ду на тваё пахаванне.
4295842,bel,кадээшнікі забаранілі ілоне адкрываць шторы падчас парада.
450682,bel,"праблема ъ нашым часам у тым, што будучыня ўчжо не такая, як раней."
389925,bel,"спадзюся, у мяне атрымаецца звесці канцы з канцамі."
4249540,bel,"на, мая лялечка. папі, паеш, майго гора паслхай. жыву я ў хаце ў бацечкі, ды злая мачаха прагнаць мяне з белага свету хоча. скажы мне! як мне быць, і што мен рабіць?"
3280254,bel,маленькая выспачка здлаёк паходзіла на чарапаху.
2611628,bel,праз татальную русіфікацыю ў беларусі беларуская мова знаходзіцца на мяжы знікнення.
11552118,bel,"я адзіны чалавек сярод аднагодкаў, у якога ніколі не было тэлефону."
2809907,bel,jon paviarnusia dadomu pala dziesiaci miesiaca adsutnaci.
2776837,bel,"паназірай за выразам яго твару, калі мы назвем цану."
7833660,bel,і калі ты пачала пісаць песні?
4283613,bel,том брацьбіт за справядлівасць.
11751056,bel,шмат турыстаў наведваюць алжыр.
12014766,bel,"я нават не ведаю, дзе ён жыве."
409000,bel,у канадзе размаўляюць на англійскай.
8350239,bel,"хутчэй бы ўжо скінуць гэты няшчасны ягораў мех, мінуць хутар"
4017934,bel,як найлепей! вучыць французскую?
4070947,bel,яна носьбіт сербскай ад нараджэння.
4017951,bel,"гэта найлепшае кіно, якое я калісьці глядзела."
2109632,bel,"паважаныя пасажыры! мінскі гарадскі савет дэпутатаў і мінскі гарадскі выканаўчы камітэт сардэчна віншуюць вас з раздвом хрыстовым і новым годам, жадаюць шчасця, здароўя і дабрабыту."
5145435,bel,"tom nie musi hetaha rabi, a vo y pavinien."
4023895,bel,на швейцарскай клавіятуры няма літары эсцэт.
4006980,bel,"ты нават не спытала мяне, што я хачу зрабіць."
574542,bel,"звычайна, я ў магазіне армані, купляю касцюм,адказаў дзіма."
1968767,bel,я не люблю вучыць няправільныя дзясловы.
8089926,bel,сярод загінулых быў кітайскі доктар.
8090213,bel,"высветлілася, што юрый неблагі экскурсавод."
8042662,bel,ты мусіш прыгледзець за сабакам.
8089991,bel,я адразу ж паехала ў аўстрыю пасля размеркавання.
2614723,bel,у мяне адзін брат і дзве сястры.
8623067,bel,нацысцкая акупацыя чэхаславакіі доўжылася сем год.
2463380,bel,"хоць і кажуць, што шчасце несапраўднае, пакуль не падзелішся мі з іншымі, але ты ма шчасце, якое я не хачу аддаваць нікому."
571224,bel,"калі ты будзеш зупыняцца кожны раз, калі на цябе брэша сабака, тваё падарожжа ніколі не скончыцца."
7701341,bel,"я сказаў тое, што трэба было сказаць."
3993043,bel,"добра, калі чалавеку ёсць куды прыехаць."
1794422,bel,я сустрэў яго на аўтобусным прыпынку.
8003988,bel,мне ніколі не падабалася біялогія.
5142672,bel,"ты любіш мяне толькі таму, што я кітаянка?"
418593,bel,літва ўваходзіць é еўрапейскі саюз.
3280333,bel,"мы, беларусы мірныя людзі, сэрцам адданыя роднай зямлі, шчыра сябруем, сілы гартуем мы ў працавітай, вольнай сямі."
8436288,bel,"том быñў першым хлопчыкам, якога я пацалаваў."
393473,bel,"перамога малаверагодная, але магчымая."
11549104,bel,пабочным асобам уваход забаронены.
8350344,bel,апрача іх у хаце сядзеў яшчэ нейкі незнаёмы мужчына і пыхкаў піпкай.
8347680,bel,трэба ўсё павярнуць на інакшы лад.
5145431,bel,"ziamla, mars dy jupiter planety."
579967,bel,я яшчэ звяжуся з вамі па гэтым пытанні.
4323371,bel,у берліне ў любы час дня і ночы можна ўбачыць людзей на вуліцы.
4488812,bel,рашызм вельмі папулярная ідэалогія ў расіі.
11638585,bel,параўнайце свой адказ з томавым.
398733,bel,"гэта дом, у якім паэт правёў сваё дзяцінства."
8090157,bel,пад нумарам табе выпісана пасведчанне аб накіраванні на працу.
579969,bel,спадар сато добра размаўляе паанглійску.
3690844,bel,я ніколі не забуду гэты дзень.
2461807,bel,"наста і падумаць ніколі не магла, што штосьці такое здарыцца менавіта з ёй."
3505190,bel,вы хацелі ямне пра нешта спытаць?
7789434,bel,я купіла два білеты а маладзечна на вільнюсскім поездзе.
410673,bel,табе трэба было наведаць кіёта.
8348135,bel,пагаворым аб чымнебудзь другім
8090166,bel,узнагароду цяжкаатлету ўручылі пад час адкрыцця выставы.
1894970,bel,менш за ўсё мне падабаецца матэматыка.
585256,bel,"нехта грае на піяніна. мабыць, гэта ганна."
391692,bel,я згубіў кашалёк па дарозе да школы.
3062938,bel,у днепрапятроўску плошчу леніна перайменавалі ў плошчу герояў майдана.
9981255,bel,"том і мэры сказалі мне, што ведаюць правілы."
5897938,bel,"смерць такая упэўненая ў сваёй перамозе, што дае нам фору ў цэлае жыццё."
2777040,bel,"я веру дзесьці за небакраем ёсць месца, дзе я нарэшце пазбудуся гэтай пустаты ўсярэдзіне."
3505230,bel,дыяхранія і сінхранія два супрацьлеглыя адзін аднаму аспекты гістарычнай лінгвістыкі.
2708583,bel,"яны спрачалсія пра тое, якая øова прасцейшая французская ці нямецкая."
8004062,bel,функцыі сінус і косінус прымаюць значэнні пщміж і улучна.
8359324,bel,"у таго, хто шмат працуе, няма часу паглыбляцца ў філасофскі роздум."
515204,bel,выставу купляйце беларускае! рэкламавалі з дапамогай спаму.
1559107,bel,місака ажанілася з канадкай у мінулым чэрвені.
3749462,bel,"тое, што мяне не забівае, робіць мяне мацней."
4427808,bel,"мне патрэбнае ціхае месцейка, каб паразмышляць."
8350235,bel,пісар недалужнапяным поглядам азірнуўся па баках.
4601552,bel,яна не хоча гаварыць пра гэта.
513758,bel,"націсніце на выяву і абярыце размяшчэнне. націсніце на адчыніць, каб адчыніць выяву. націсніце на выхад, каб выйсці з праграмы. опцыя размяшчэнне дазваляе выбраць рэжым паказу выявы."
8090114,bel,усе гэтыя пытанні варта разгледзець паасобку.
8105389,bel,горныя коні былі вельмі верныя сваім вершнікам.
3963724,bel,"мне патрэбна яшчэ крыху часу, каб падрыхтавацца."
1307199,bel,"я не ведаў, што ў яе ёсцг дзіця."
402912,bel,у іспанцаў ёсць два прозвішча.
8350635,bel,"вы там прывыклі іначай, пагарадскому"
8090089,bel,мы будзем працягваць традыцыю святкавання юбілеяў.
3162563,bel,"патэвефануйце мне, калі штонебудзь знойдзеце."
7835364,bel,ты заўсёды прыходзіш на рпацу так рана?
425293,bel,"камары ў мінесоце вялікія, як буслы."
8350668,bel,"і вось ён едзе едзе ў чырвоную армію, у яе гушчыню, поўную невычэрпнага запасу жыццёвай энергіі."
2805464,bel,"касцёл стаіць на ўзгорку, што ўзвышаецца над горадам."
8350395,bel,нейкай асаблівай прытульнасцю ахінулася хата.
8347903,bel,"ну, скажам, так я б памірала і сказала табе, што хачу, каб і ты памёр разúам са мной."
1748773,bel,"яно такі і праўда як бы там ні было добра, але калі гэтае дабро цэлы век астаецца без усякай змены, то яно лёгка перастае быць дабром."
8090187,bel,"інжынеры, тэхнічныя спецыялісты адчувалі сваю запатрабаванасць."
8344004,bel,"я разумею, што ты меў на ўвазе."
5049680,bel,калі тваё дзіцё пачало размаўляць?
8089926,bel,сярод загінулых быў кітайскі доктар.
8090229,bel,"можа, лёс прывядзе іх сюды, дзе не раз бывалі волаты айчыннай літаратуры."
409000,bel,у канадзе размаўляюць на англійскай.
467670,bel,"любая, запрапануй гасцям каву."
7829851,bel,ці вы не панаглядаеце хвіліну за маім чамаданам?
11534396,bel,мне аўстралія таксама спадабалася.
4008124,bel,я магла б¿ цябе проста зараз пацалаваць.
8357259,bel,"што мне рабіць, дзядзька ахрэм?"
2813695,bel,"ідэя, якая не зяўляецца небяспечнай, нявартая ўвогуле называцца ідэяй."
4427743,bel,мне патрэбна крыху больш часу.
585240,bel,"ён не ведае, што рабіць з сваімі грашыма."
1181292,bel,"мж наведаем іх, толькі калі не будëзе дажджу."
7860465,bel,"скажыце мне, куды адправіць файлы."
7247271,bel,"самі глядзеў, як лайла пайшла."
8348028,bel,"штурхае гуллівы вецер, рагоча, вочы снегам жорсткім, шурпатым запарушвае."
2813696,bel,"колер не паблякне, нават падчас мыцця."
4580208,bel,"я вельмі хачу, каб ты была зараз поплеч са мной."
